"site","date","Freq","type","visits"
"fr",2023-04-17,3,"generic",207
"portal",2023-04-17,1,"portal",294
"it",2023-04-17,1,"generic",41
"pt",2023-04-17,1,"generic",33
"altenerding",2023-04-18,3,"specific",35
"amalda",2023-04-18,1,"specific",84
"anse-a-henry",2023-04-18,1,"specific",35
"bastos",2023-04-18,1,"specific",19
"cassenade",2023-04-18,1,"specific",19
"combe-greze",2023-04-18,1,"specific",13
"en",2023-04-18,3,"generic",371
"fr",2023-04-18,5,"generic",212
"portal",2023-04-18,5,"portal",299
"mas-vignoles-x",2023-04-18,1,"specific",16
"mask",2023-04-18,1,"specific",15
"tai",2023-04-18,3,"specific",117
"altenerding",2023-04-19,1,"specific",36
"barmose",2023-04-19,1,"specific",5
"en",2023-04-19,2,"generic",373
"portal",2023-04-19,3,"portal",302
"chez-thuilet",2023-04-20,1,"specific",14
"en",2023-04-20,3,"generic",376
"fr",2023-04-20,6,"generic",218
"portal",2023-04-20,5,"portal",307
"it",2023-04-20,1,"generic",42
"pt",2023-04-20,1,"generic",34
"roquemissou",2023-04-20,1,"specific",24
"bastos",2023-04-21,1,"specific",20
"combe-greze",2023-04-21,1,"specific",14
"en",2023-04-21,3,"generic",379
"fr",2023-04-21,2,"generic",220
"portal",2023-04-21,4,"portal",311
"poeymau",2023-04-21,1,"specific",41
"tai",2023-04-21,3,"specific",120
"en",2023-04-22,2,"generic",381
"fr",2023-04-22,2,"generic",222
"portal",2023-04-22,3,"portal",314
"it",2023-04-22,1,"generic",43
"pt",2023-04-22,1,"generic",35
"tai",2023-04-22,2,"specific",122
"fr",2023-04-23,1,"generic",223
"portal",2023-04-23,1,"portal",315
"en",2023-04-24,1,"generic",382
"portal",2023-04-24,3,"portal",318
"it",2023-04-24,1,"generic",44
"le-flageolet",2023-04-24,1,"specific",7
"pt",2023-04-24,1,"generic",36
"cassenade",2023-04-25,1,"specific",20
"les-jambes",2023-04-25,1,"specific",25
"poeymau",2023-04-25,1,"specific",42
"teseticeX08",2023-04-25,1,"specific",13
"amalda",2023-04-26,1,"specific",85
"chauzeys",2023-04-26,1,"specific",11
"en",2023-04-26,2,"generic",384
"fr",2023-04-26,4,"generic",227
"portal",2023-04-26,6,"portal",324
"it",2023-04-26,2,"generic",46
"pt",2023-04-26,1,"generic",37
"tai",2023-04-26,1,"specific",123
"roc-de-marcamps2",2023-04-27,1,"specific",13
"cassenade",2023-04-28,1,"specific",21
"combe-capelle-a1a2",2023-04-28,1,"specific",11
"en",2023-04-28,2,"generic",386
"portal",2023-04-28,2,"portal",326
"it",2023-04-28,1,"generic",47
"pt",2023-04-28,2,"generic",39
"tai",2023-04-28,1,"specific",124
"champ-parel3",2023-04-29,4,"specific",4
"portal",2023-04-29,2,"portal",328
"anse-a-henry",2023-04-30,1,"specific",36
"cassenade",2023-04-30,1,"specific",22
"champ-parel3",2023-04-30,7,"specific",11
"portal",2023-04-30,2,"portal",330
"poeymau",2023-04-30,1,"specific",43
"altenerding",2023-05-01,1,"specific",37
"bilzingsleben",2023-05-01,1,"specific",18
"cassenade",2023-05-01,2,"specific",24
"champ-parel3",2023-05-01,1,"specific",12
"chauzeys",2023-05-01,1,"specific",12
"combe-greze",2023-05-01,2,"specific",16
"fr",2023-05-01,2,"generic",229
"portal",2023-05-01,18,"portal",348
"mas-vignoles-x",2023-05-01,1,"specific",17
"mask",2023-05-01,2,"specific",17
"petit-paulmy",2023-05-01,2,"specific",20
"roc-de-marcamps2",2023-05-01,1,"specific",14
"tai",2023-05-01,1,"specific",125
"teseticeX08",2023-05-01,1,"specific",14
"altenerding",2023-05-02,2,"specific",39
"barmose",2023-05-02,1,"specific",6
"champ-parel3",2023-05-02,1,"specific",13
"chauzeys",2023-05-02,2,"specific",14
"chez-thuilet",2023-05-02,1,"specific",15
"en",2023-05-02,4,"generic",390
"erb-tanks",2023-05-02,1,"specific",14
"fr",2023-05-02,1,"generic",230
"portal",2023-05-02,9,"portal",357
"marathousa1a",2023-05-02,1,"specific",9
"marathousa1b",2023-05-02,2,"specific",7
"mas-vignoles-x",2023-05-02,2,"specific",19
"mask",2023-05-02,1,"specific",18
"petit-paulmy",2023-05-02,1,"specific",21
"poeymau",2023-05-02,1,"specific",44
"roc-de-marcamps1",2023-05-02,1,"specific",15
"altenerding",2023-05-03,1,"specific",40
"amalda",2023-05-03,1,"specific",86
"en",2023-05-03,5,"generic",395
"erb-tanks",2023-05-03,4,"specific",18
"fr",2023-05-03,2,"generic",232
"portal",2023-05-03,5,"portal",362
"poeymau",2023-05-03,1,"specific",45
"pt",2023-05-03,2,"generic",41
"altenerding",2023-05-04,1,"specific",41
"anse-a-henry",2023-05-04,2,"specific",38
"bastos",2023-05-04,1,"specific",21
"bilzingsleben",2023-05-04,1,"specific",19
"bout-des-vergnes",2023-05-04,1,"specific",6
"cassenade",2023-05-04,1,"specific",25
"champ-parel3",2023-05-04,1,"specific",14
"chez-thuilet",2023-05-04,1,"specific",16
"combe-greze",2023-05-04,1,"specific",17
"en",2023-05-04,1,"generic",396
"fr",2023-05-04,2,"generic",234
"portal",2023-05-04,11,"portal",373
"it",2023-05-04,1,"generic",48
"pt",2023-05-04,1,"generic",42
"teseticeX08",2023-05-04,1,"specific",15
"altenerding",2023-05-05,1,"specific",42
"bastos",2023-05-05,1,"specific",22
"champ-parel3",2023-05-05,3,"specific",17
"en",2023-05-05,2,"generic",398
"erb-tanks",2023-05-05,1,"specific",19
"fr",2023-05-05,1,"generic",235
"grande-rivoire",2023-05-05,2,"specific",2
"portal",2023-05-05,38,"portal",411
"it",2023-05-05,1,"generic",49
"le-flageolet",2023-05-05,1,"specific",8
"les-jambes",2023-05-05,1,"specific",26
"mas-vignoles-x",2023-05-05,1,"specific",20
"poeymau",2023-05-05,1,"specific",46
"roche-a-pierrot",2023-05-05,1,"specific",28
"champ-parel3",2023-05-06,3,"specific",20
"fr",2023-05-06,1,"generic",236
"grande-rivoire",2023-05-06,1,"specific",3
"portal",2023-05-06,18,"portal",429
"pirro-nord13",2023-05-06,1,"specific",5
"amalda",2023-05-07,1,"specific",87
"grande-rivoire",2023-05-07,1,"specific",4
"portal",2023-05-07,6,"portal",435
"roquemissou",2023-05-07,1,"specific",25
"altenerding",2023-05-08,1,"specific",43
"en",2023-05-08,1,"generic",399
"erb-tanks",2023-05-08,1,"specific",20
"fr",2023-05-08,1,"generic",237
"portal",2023-05-08,5,"portal",440
"pirro-nord13",2023-05-08,1,"specific",6
"poeymau",2023-05-08,1,"specific",47
"pt",2023-05-08,1,"generic",43
"bastos",2023-05-09,1,"specific",23
"en",2023-05-09,4,"generic",403
"fr",2023-05-09,2,"generic",239
"portal",2023-05-09,9,"portal",449
"poeymau",2023-05-09,2,"specific",49
"tai",2023-05-09,2,"specific",127
"altenerding",2023-05-10,1,"specific",44
"en",2023-05-10,2,"generic",405
"fr",2023-05-10,1,"generic",240
"portal",2023-05-10,4,"portal",453
"poeymau",2023-05-10,1,"specific",50
"shuidonggou2",2023-05-10,1,"specific",1
"tai",2023-05-10,2,"specific",129
"altenerding",2023-05-11,2,"specific",46
"anse-a-henry",2023-05-11,1,"specific",39
"barmose",2023-05-11,1,"specific",7
"combe-greze",2023-05-11,1,"specific",18
"en",2023-05-11,5,"generic",410
"fr",2023-05-11,1,"generic",241
"grotte16",2023-05-11,1,"specific",27
"portal",2023-05-11,8,"portal",461
"it",2023-05-11,2,"generic",51
"petit-paulmy",2023-05-11,1,"specific",22
"poeymau",2023-05-11,1,"specific",51
"pt",2023-05-11,3,"generic",46
"roquemissou",2023-05-11,1,"specific",26
"tai",2023-05-11,2,"specific",131
"altenerding",2023-05-12,6,"specific",52
"amalda",2023-05-12,1,"specific",88
"anse-a-henry",2023-05-12,1,"specific",40
"barmose",2023-05-12,1,"specific",8
"combe-capelle-a1a2",2023-05-12,1,"specific",12
"en",2023-05-12,5,"generic",415
"erb-tanks",2023-05-12,1,"specific",21
"portal",2023-05-12,14,"portal",475
"mask",2023-05-12,1,"specific",19
"petit-paulmy",2023-05-12,1,"specific",23
"shuidonggou2",2023-05-12,2,"specific",3
"amalda",2023-05-13,1,"specific",89
"barmose",2023-05-13,1,"specific",9
"bilzingsleben",2023-05-13,1,"specific",20
"en",2023-05-13,5,"generic",420
"fr",2023-05-13,2,"generic",243
"portal",2023-05-13,3,"portal",478
"les-jambes",2023-05-13,1,"specific",27
"pirro-nord13",2023-05-13,1,"specific",7
"tai",2023-05-13,2,"specific",133
"altenerding",2023-05-14,1,"specific",53
"en",2023-05-14,1,"generic",421
"fr",2023-05-14,1,"generic",244
"portal",2023-05-14,4,"portal",482
"it",2023-05-14,1,"generic",52
"pt",2023-05-14,1,"generic",47
"tai",2023-05-14,2,"specific",135
"altenerding",2023-05-15,2,"specific",55
"barmose",2023-05-15,1,"specific",10
"en",2023-05-15,5,"generic",426
"erb-tanks",2023-05-15,1,"specific",22
"fr",2023-05-15,7,"generic",251
"portal",2023-05-15,9,"portal",491
"it",2023-05-15,2,"generic",54
"marathousa1b",2023-05-15,1,"specific",8
"petit-paulmy",2023-05-15,1,"specific",24
"poeymau",2023-05-15,1,"specific",52
"pt",2023-05-15,2,"generic",49
"bilzingsleben",2023-05-16,2,"specific",22
"champ-parel3",2023-05-16,1,"specific",21
"en",2023-05-16,7,"generic",433
"fr",2023-05-16,5,"generic",256
"portal",2023-05-16,12,"portal",503
"it",2023-05-16,4,"generic",58
"le-flageolet",2023-05-16,1,"specific",9
"marathousa1a",2023-05-16,1,"specific",10
"pt",2023-05-16,4,"generic",53
"altenerding",2023-05-17,1,"specific",56
"amalda",2023-05-17,1,"specific",90
"barger-gulch",2023-05-17,7,"specific",7
"cassenade",2023-05-17,1,"specific",26
"en",2023-05-17,4,"generic",437
"fr",2023-05-17,1,"generic",257
"grande-rivoire",2023-05-17,1,"specific",5
"portal",2023-05-17,14,"portal",517
"mask",2023-05-17,1,"specific",20
"amalda",2023-05-18,1,"specific",91
"barger-gulch",2023-05-18,7,"specific",14
"chez-thuilet",2023-05-18,1,"specific",17
"en",2023-05-18,4,"generic",441
"portal",2023-05-18,13,"portal",530
"shuidonggou2",2023-05-18,1,"specific",4
"amalda",2023-05-19,1,"specific",92
"barger-gulch",2023-05-19,3,"specific",17
"barmose",2023-05-19,1,"specific",11
"bastos",2023-05-19,1,"specific",24
"chauzeys",2023-05-19,1,"specific",15
"chez-thuilet",2023-05-19,2,"specific",19
"combe-capelle-a1a2",2023-05-19,4,"specific",16
"combe-greze",2023-05-19,1,"specific",19
"en",2023-05-19,2,"generic",443
"fr",2023-05-19,2,"generic",259
"grande-rivoire",2023-05-19,1,"specific",6
"portal",2023-05-19,10,"portal",540
"it",2023-05-19,1,"generic",59
"pt",2023-05-19,1,"generic",54
"roquemissou",2023-05-19,1,"specific",27
"tai",2023-05-19,1,"specific",136
"teseticeX08",2023-05-19,1,"specific",16
"altenerding",2023-05-20,1,"specific",57
"barger-gulch",2023-05-20,1,"specific",18
"combe-capelle-a1a2",2023-05-20,2,"specific",18
"en",2023-05-20,1,"generic",444
"grande-rivoire",2023-05-20,1,"specific",7
"portal",2023-05-20,5,"portal",545
"mas-vignoles-x",2023-05-20,1,"specific",21
"pt",2023-05-20,1,"generic",55
"teseticeX08",2023-05-20,1,"specific",17
"combe-greze",2023-05-21,1,"specific",20
"en",2023-05-21,1,"generic",445
"grande-rivoire",2023-05-21,2,"specific",9
"portal",2023-05-21,10,"portal",555
"it",2023-05-21,1,"generic",60
"les-jambes",2023-05-21,2,"specific",29
"mas-vignoles-x",2023-05-21,1,"specific",22
"pirro-nord13",2023-05-21,1,"specific",8
"poeymau",2023-05-21,2,"specific",54
"roquemissou",2023-05-21,1,"specific",28
"tai",2023-05-21,1,"specific",137
"barger-gulch",2023-05-22,1,"specific",19
"en",2023-05-22,2,"generic",447
"fr",2023-05-22,1,"generic",260
"portal",2023-05-22,4,"portal",559
"barger-gulch",2023-05-23,1,"specific",20
"cassenade",2023-05-23,1,"specific",27
"en",2023-05-23,6,"generic",453
"erb-tanks",2023-05-23,1,"specific",23
"fr",2023-05-23,1,"generic",261
"portal",2023-05-23,9,"portal",568
"it",2023-05-23,1,"generic",61
"tai",2023-05-23,2,"specific",139
"amalda",2023-05-24,1,"specific",93
"barger-gulch",2023-05-24,1,"specific",21
"cassenade",2023-05-24,1,"specific",28
"en",2023-05-24,4,"generic",457
"portal",2023-05-24,11,"portal",579
"it",2023-05-24,1,"generic",62
